	id	treatment	condition	day	bwc	bur2h	dscore	nesting
402	GT79	CCl4	CCl4 + V (MCC950)	4	99.4738819992484	NA	0	4
403	GT79	CCl4	CCl4 + V (MCC950)	18	95.8286358511838	NA	0	2
404	GT79	CCl4	CCl4 + V (MCC950)	39	95.3776775648253	NA	0	1
405	GT80	CCl4	CCl4 + MCC950	-1	100	NA	0	6
406	GT80	CCl4	CCl4 + MCC950	0	99.2686494392979	NA	0	1
407	GT80	CCl4	CCl4 + MCC950	4	98.0009751340809	NA	0	5
408	GT80	CCl4	CCl4 + MCC950	18	106.387128230132	NA	0	1
409	GT80	CCl4	CCl4 + MCC950	39	106.533398342272	NA	2	3
410	GT81	CCl4	CCl4 + V (MCC950)	-1	100	NA	0	6
411	GT81	CCl4	CCl4 + V (MCC950)	0	98.515931907464	NA	0	4
412	GT81	CCl4	CCl4 + V (MCC950)	4	103.273679615888	NA	0	6
413	GT81	CCl4	CCl4 + V (MCC950)	18	93.2343954604976	NA	2	1
414	GT81	CCl4	CCl4 + V (MCC950)	39	98.1230903535574	NA	2	1
415	GT82	CCl4	CCl4 + MCC950	-1	100	NA	0	4
416	GT82	CCl4	CCl4 + MCC950	0	97.4257425742574	NA	0	1
417	GT82	CCl4	CCl4 + MCC950	4	104.356435643564	NA	2	5
418	GT82	CCl4	CCl4 + MCC950	18	101.069306930693	NA	2	1
419	GT82	CCl4	CCl4 + MCC950	39	101.821782178218	NA	2	3
420	GT83	CCl4	CCl4 + V (MCC950)	-1	100	NA	0	6
421	GT83	CCl4	CCl4 + V (MCC950)	0	96.1462058005562	NA	0	1
422	GT83	CCl4	CCl4 + V (MCC950)	4	103.416765991259	NA	0	6
423	GT83	CCl4	CCl4 + V (MCC950)	18	105.323798172427	NA	2	1
424	GT83	CCl4	CCl4 + V (MCC950)	39	100.794596742153	NA	2	1
425	GT84	CCl4	CCl4 + MCC950	-1	100	NA	0	6
426	GT84	CCl4	CCl4 + MCC950	0	104.192104192104	NA	0	1
427	GT84	CCl4	CCl4 + MCC950	4	108.058608058608	NA	0	6
428	GT84	CCl4	CCl4 + MCC950	18	106.308506308506	NA	2	1
429	GT84	CCl4	CCl4 + MCC950	39	102.075702075702	NA	2	1
430	GT86	CCl4	CCl4 + MCC950	-1	100	NA	0	6
431	GT86	CCl4	CCl4 + MCC950	0	97.2175379426644	NA	0	3
432	GT86	CCl4	CCl4 + MCC950	4	99.0725126475548	NA	0	4
433	GT86	CCl4	CCl4 + MCC950	18	98.7352445193929	NA	0	1
434	GT86	CCl4	CCl4 + MCC950	39	98.9460370994941	NA	2	1
435	GT87	CCl4	CCl4 + V (MCC950)	-1	100	NA	0	5
436	GT87	CCl4	CCl4 + V (MCC950)	0	99.8273629693569	NA	0	1
437	GT87	CCl4	CCl4 + V (MCC950)	4	99.9136814846785	NA	0	5
438	GT87	CCl4	CCl4 + V (MCC950)	18	102.201122140699	NA	0	3
439	GT87	CCl4	CCl4 + V (MCC950)	39	103.625377643505	NA	2	3
440	GT88	CCl4	CCl4 + MCC950	-1	100	NA	0	6
441	GT88	CCl4	CCl4 + MCC950	0	97.9680069174233	NA	0	1
442	GT88	CCl4	CCl4 + MCC950	4	100.302637267618	NA	0	5
443	GT88	CCl4	CCl4 + MCC950	18	102.204928664073	NA	0	1
444	GT88	CCl4	CCl4 + MCC950	39	103.1560743623	NA	2	3
445	GT89	CCl4	CCl4 + V (MCC950)	-1	100	NA	0	6
446	GT89	CCl4	CCl4 + V (MCC950)	0	101.692247146793	NA	0	1
447	GT89	CCl4	CCl4 + V (MCC950)	4	99.8032270759544	NA	2	3
448	GT89	CCl4	CCl4 + V (MCC950)	18	106.454151908697	NA	0	1
449	GT89	CCl4	CCl4 + V (MCC950)	39	110.232192050374	NA	2	3
450	SK197	telem. impl.	Transmitter	-1	100	100	0	4
451	SK197	telem. impl.	Transmitter	0	90.1060070671378	0	7	1
452	SK197	telem. impl.	Transmitter	1	94.3462897526502	22.7272727272727	0	5
453	SK197	telem. impl.	Transmitter	2	91.1660777385159	94.9494949494949	0	6
454	SK197	telem. impl.	Transmitter	3	93.9929328621908	56.5656565656566	0	6
455	SK197	telem. impl.	Transmitter	7	96.4664310954064	101.010101010101	0	5
456	SK197	telem. impl.	Transmitter	13	99.2932862190813	94.9494949494949	0	5
457	SK199	telem. impl.	Transmitter	-1	100	100	0	4
458	SK199	telem. impl.	Transmitter	0	88.8888888888889	0	7	1
459	SK199	telem. impl.	Transmitter	1	89.8148148148148	62.6582278481013	2	6
460	SK199	telem. impl.	Transmitter	2	88.2716049382716	6.32911392405063	2	5
461	SK199	telem. impl.	Transmitter	3	91.9753086419753	6.9620253164557	2	6
462	SK199	telem. impl.	Transmitter	7	92.9012345679012	119.620253164557	0	6
463	SK199	telem. impl.	Transmitter	13	92.5925925925926	92.4050632911392	0	4
464	SK200	telem. impl.	Transmitter	-1	100	100	0	4
465	SK200	telem. impl.	Transmitter	0	92.1708185053381	0	7	1
466	SK200	telem. impl.	Transmitter	1	92.1708185053381	64.4927536231884	0	5
467	SK200	telem. impl.	Transmitter	2	92.1708185053381	0	0	6
468	SK200	telem. impl.	Transmitter	3	89.3238434163701	65.2173913043478	0	6
469	SK200	telem. impl.	Transmitter	7	93.5943060498221	111.594202898551	0	6
470	SK200	telem. impl.	Transmitter	13	96.44128113879	94.9275362318841	0	4
471	SK201	telem. impl.	Transmitter	-1	100	100	0	5
472	SK201	telem. impl.	Transmitter	0	89.3103448275862	0	7	1
473	SK201	telem. impl.	Transmitter	1	88.6206896551724	82.6923076923077	2	5
474	SK201	telem. impl.	Transmitter	2	88.2758620689655	0	2	5
475	SK201	telem. impl.	Transmitter	3	90	58.6538461538462	2	5
476	SK201	telem. impl.	Transmitter	7	90.3448275862069	0	0	5
477	SK201	telem. impl.	Transmitter	13	93.1034482758621	70.1923076923077	0	5
478	SK203	telem. impl.	Transmitter	-1	100	100	0	5
479	SK203	telem. impl.	Transmitter	0	89.4557823129252	0	7	1
480	SK203	telem. impl.	Transmitter	1	91.4965986394558	14.792899408284	2	4
481	SK203	telem. impl.	Transmitter	2	91.8367346938776	111.242603550296	0	5
482	SK203	telem. impl.	Transmitter	3	91.8367346938776	94.6745562130178	0	4
483	SK203	telem. impl.	Transmitter	7	94.2176870748299	71.5976331360947	0	4
484	SK203	telem. impl.	Transmitter	13	95.9183673469388	57.396449704142	0	5
485	SK204	telem. impl.	Transmitter	-1	100	100	0	4
486	SK204	telem. impl.	Transmitter	0	90.2173913043478	0	7	5
487	SK204	telem. impl.	Transmitter	1	92.3913043478261	54.4303797468354	0	5
488	SK204	telem. impl.	Transmitter	2	92.0289855072464	0	0	6
489	SK204	telem. impl.	Transmitter	3	92.3913043478261	115.189873417722	0	6
490	SK204	telem. impl.	Transmitter	7	94.927536231884	92.4050632911392	0	5
491	SK204	telem. impl.	Transmitter	13	96.0144927536232	126.582278481013	0	5
492	SK205	telem. impl.	Transmitter	-1	100	100	0	5
493	SK205	telem. impl.	Transmitter	0	94.7761194029851	0	7	1
494	SK205	telem. impl.	Transmitter	1	93.6567164179104	60.2564102564103	0	5
495	SK205	telem. impl.	Transmitter	2	92.5373134328358	41.025641025641	0	5
496	SK205	telem. impl.	Transmitter	3	94.0298507462687	77.5641025641026	0	6
497	SK205	telem. impl.	Transmitter	7	95.8955223880597	123.717948717949	0	5
498	SK205	telem. impl.	Transmitter	13	95.1492537313433	125.641025641026	0	5
499	SK208	telem. impl.	Transmitter	-1	100	100	0	5
500	SK208	telem. impl.	Transmitter	0	95.2029520295203	0	7	2
501	SK208	telem. impl.	Transmitter	1	94.8339483394834	34.5360824742268	0	6
502	SK208	telem. impl.	Transmitter	2	93.7269372693727	103.092783505155	0	5
503	SK208	telem. impl.	Transmitter	3	96.6789667896679	103.092783505155	0	5
504	SK208	telem. impl.	Transmitter	7	100	103.092783505155	0	5
505	SK208	telem. impl.	Transmitter	13	100	103.092783505155	0	5
506	SK209	telem. impl.	Transmitter	-1	100	100	0	5
507	SK209	telem. impl.	Transmitter	0	93.1654676258993	0	7	4
508	SK209	telem. impl.	Transmitter	1	94.2446043165468	39.2857142857143	0	6
509	SK209	telem. impl.	Transmitter	2	93.1654676258993	49.1071428571429	0	5
510	SK209	telem. impl.	Transmitter	3	94.6043165467626	168.75	0	5
511	SK209	telem. impl.	Transmitter	7	97.4820143884892	178.571428571429	0	4
512	SK209	telem. impl.	Transmitter	13	97.841726618705	175	0	5
513	SK210	telem. impl.	Transmitter	-1	100	100	0	5
514	SK210	telem. impl.	Transmitter	0	93.6666666666667	21.3903743315508	5	2
515	SK210	telem. impl.	Transmitter	1	92.6666666666667	82.3529411764706	0	4
516	SK210	telem. impl.	Transmitter	2	92.3333333333333	105.882352941176	0	5
517	SK210	telem. impl.	Transmitter	3	92.6666666666667	45.4545454545455	0	5
518	SK210	telem. impl.	Transmitter	7	97.6666666666667	106.951871657754	0	5
519	SK210	telem. impl.	Transmitter	13	96.3333333333333	106.951871657754	0	5
520	SK199+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	4
521	SK199+t	panc. cancer (+t)	Tel + PDA	0	102.666666666667	39.7260273972603	7	5
522	SK199+t	panc. cancer (+t)	Tel + PDA	1	100.333333333333	136.986301369863	0	5
523	SK199+t	panc. cancer (+t)	Tel + PDA	2	101.666666666667	70.5479452054795	0	5
524	SK199+t	panc. cancer (+t)	Tel + PDA	3	101.333333333333	135.616438356164	0	5
525	SK199+t	panc. cancer (+t)	Tel + PDA	4	101.666666666667	136.986301369863	0	5
526	SK199+t	panc. cancer (+t)	Tel + PDA	18	104.333333333333	136.986301369863	0	5
527	SK199+t	panc. cancer (+t)	Tel + PDA	34	106	105.479452054795	0	4
528	SK200+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	4
529	SK200+t	panc. cancer (+t)	Tel + PDA	0	101.845018450184	23.6641221374046	4	5
530	SK200+t	panc. cancer (+t)	Tel + PDA	1	100.369003690037	87.0229007633588	0	5
531	SK200+t	panc. cancer (+t)	Tel + PDA	2	100.738007380074	68.7022900763359	0	6
532	SK200+t	panc. cancer (+t)	Tel + PDA	3	101.107011070111	148.091603053435	0	5
533	SK200+t	panc. cancer (+t)	Tel + PDA	4	101.845018450184	109.160305343511	0	6
534	SK200+t	panc. cancer (+t)	Tel + PDA	18	103.690036900369	150.381679389313	0	6
535	SK200+t	panc. cancer (+t)	Tel + PDA	34	106.273062730627	118.320610687023	0	5
536	SK203+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	5
537	SK203+t	panc. cancer (+t)	Tel + PDA	0	103.54609929078	20.6185567010309	4	2
538	SK203+t	panc. cancer (+t)	Tel + PDA	1	102.127659574468	152.577319587629	0	5
539	SK203+t	panc. cancer (+t)	Tel + PDA	2	103.54609929078	206.185567010309	0	4
540	SK203+t	panc. cancer (+t)	Tel + PDA	3	102.127659574468	157.731958762887	0	5
541	SK203+t	panc. cancer (+t)	Tel + PDA	4	101.77304964539	187.628865979381	0	4
542	SK203+t	panc. cancer (+t)	Tel + PDA	18	103.54609929078	152.577319587629	0	4
543	SK203+t	panc. cancer (+t)	Tel + PDA	34	104.609929078014	103.092783505155	0	5
544	SK204+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	5
545	SK204+t	panc. cancer (+t)	Tel + PDA	0	100.377358490566	28	5	4
546	SK204+t	panc. cancer (+t)	Tel + PDA	1	98.8679245283019	85	0	5
547	SK204+t	panc. cancer (+t)	Tel + PDA	2	99.2452830188679	67.5	0	5
548	SK204+t	panc. cancer (+t)	Tel + PDA	3	99.2452830188679	100	0	6
549	SK204+t	panc. cancer (+t)	Tel + PDA	4	101.132075471698	87	0	5
550	SK204+t	panc. cancer (+t)	Tel + PDA	18	102.641509433962	37.5	0	5
551	SK204+t	panc. cancer (+t)	Tel + PDA	34	103.018867924528	55	0	5
552	SK208+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	5
553	SK208+t	panc. cancer (+t)	Tel + PDA	0	100.738007380074	30	5	5
554	SK208+t	panc. cancer (+t)	Tel + PDA	1	98.5239852398524	100	0	5
555	SK208+t	panc. cancer (+t)	Tel + PDA	2	100.369003690037	100	0	5
556	SK208+t	panc. cancer (+t)	Tel + PDA	3	99.6309963099631	100	0	5
557	SK208+t	panc. cancer (+t)	Tel + PDA	4	100.738007380074	100	0	5
558	SK208+t	panc. cancer (+t)	Tel + PDA	18	103.321033210332	81	0	5
559	SK208+t	panc. cancer (+t)	Tel + PDA	34	101.476014760148	33	0	2
560	SK209+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	5
561	SK209+t	panc. cancer (+t)	Tel + PDA	0	98.1617647058823	27.0408163265306	5	4
562	SK209+t	panc. cancer (+t)	Tel + PDA	1	98.8970588235294	100.510204081633	0	5
563	SK209+t	panc. cancer (+t)	Tel + PDA	2	98.5294117647059	102.040816326531	0	5
564	SK209+t	panc. cancer (+t)	Tel + PDA	3	100	102.040816326531	0	5
565	SK209+t	panc. cancer (+t)	Tel + PDA	4	100.367647058824	102.040816326531	0	5
566	SK209+t	panc. cancer (+t)	Tel + PDA	18	101.838235294118	92.8571428571429	0	5
567	SK209+t	panc. cancer (+t)	Tel + PDA	34	106.25	100.510204081633	0	5
568	SK210+t	panc. cancer (+t)	Tel + PDA	-1	100	100	0	5
569	SK210+t	panc. cancer (+t)	Tel + PDA	0	100.346020761246	38	5	5
570	SK210+t	panc. cancer (+t)	Tel + PDA	1	99.3079584775086	100	0	5
571	SK210+t	panc. cancer (+t)	Tel + PDA	2	100.692041522491	100	0	4
572	SK210+t	panc. cancer (+t)	Tel + PDA	3	100.692041522491	99.5	0	4
573	SK210+t	panc. cancer (+t)	Tel + PDA	4	102.076124567474	100	0	4
574	SK210+t	panc. cancer (+t)	Tel + PDA	18	103.460207612457	96	0	5
575	SK210+t	panc. cancer (+t)	Tel + PDA	34	101.730103806228	100	0	3
576	JE01	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	5
577	JE01	panc. cancer	PDA + V (CHC/Met)	0	96.271186440678	88	0	3
578	JE01	panc. cancer	PDA + V (CHC/Met)	1	95.9322033898305	74	0	5
579	JE01	panc. cancer	PDA + V (CHC/Met)	2	94.9152542372881	92.5	0	6
580	JE01	panc. cancer	PDA + V (CHC/Met)	4	95.2542372881356	97.5	0	4
581	JE01	panc. cancer	PDA + V (CHC/Met)	18	95.5932203389831	100	0	3
582	JE01	panc. cancer	PDA + V (CHC/Met)	35	95.2542372881356	81.5	0	3
583	JE03	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	3
584	JE03	panc. cancer	PDA + V (CHC/Met)	0	102.464788732394	69.5	0	4
585	JE03	panc. cancer	PDA + V (CHC/Met)	1	103.521126760563	100	0	5
586	JE03	panc. cancer	PDA + V (CHC/Met)	2	100.704225352113	100	0	4
587	JE03	panc. cancer	PDA + V (CHC/Met)	4	101.760563380282	90	0	4
588	JE03	panc. cancer	PDA + V (CHC/Met)	18	99.6478873239437	100	0	3
589	JE03	panc. cancer	PDA + V (CHC/Met)	35	103.169014084507	100	0	1
590	JE07	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	4
591	JE07	panc. cancer	PDA + V (CHC/Met)	0	97.841726618705	91	0	3
592	JE07	panc. cancer	PDA + V (CHC/Met)	1	96.0431654676259	100	0	3
593	JE07	panc. cancer	PDA + V (CHC/Met)	2	95.6834532374101	100	0	4
594	JE07	panc. cancer	PDA + V (CHC/Met)	4	99.2805755395683	89.5	0	3
595	JE07	panc. cancer	PDA + V (CHC/Met)	18	99.6402877697842	97	0	4
596	JE07	panc. cancer	PDA + V (CHC/Met)	35	98.9208633093525	100	0	4
597	JE08	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	5
598	JE08	panc. cancer	PDA + V (CHC/Met)	0	98.5611510791367	58.8832487309645	0	5
599	JE08	panc. cancer	PDA + V (CHC/Met)	1	97.841726618705	100.507614213198	0	4
600	JE08	panc. cancer	PDA + V (CHC/Met)	2	96.7625899280576	97.9695431472081	0	5
601	JE08	panc. cancer	PDA + V (CHC/Met)	4	96.0431654676259	101.522842639594	0	4
602	JE08	panc. cancer	PDA + V (CHC/Met)	18	98.9208633093525	101.522842639594	0	5
603	JE08	panc. cancer	PDA + V (CHC/Met)	35	98.5611510791367	101.522842639594	0	5
604	JE18	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	2
605	JE18	panc. cancer	PDA + V (CHC/Met)	0	101.162790697674	0	0	3
606	JE18	panc. cancer	PDA + V (CHC/Met)	1	111.627906976744	19.4174757281553	0	5
607	JE18	panc. cancer	PDA + V (CHC/Met)	2	100.77519379845	161.165048543689	0	6
608	JE18	panc. cancer	PDA + V (CHC/Met)	4	100.77519379845	0	0	3
609	JE18	panc. cancer	PDA + V (CHC/Met)	18	102.325581395349	175.728155339806	0	4
610	JE18	panc. cancer	PDA + V (CHC/Met)	35	100.387596899225	118.446601941748	0	4
611	EW05	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	4
612	EW05	panc. cancer	PDA + V (CHC/Met)	0	94.5454545454545	2.68456375838926	0	1
613	EW05	panc. cancer	PDA + V (CHC/Met)	1	97.4545454545455	117.44966442953	0	5
614	EW05	panc. cancer	PDA + V (CHC/Met)	2	97.4545454545455	48.3221476510067	0	3
615	EW05	panc. cancer	PDA + V (CHC/Met)	4	96	18.1208053691275	0	4
616	EW05	panc. cancer	PDA + V (CHC/Met)	18	93.4545454545455	108.724832214765	0	4
617	EW05	panc. cancer	PDA + V (CHC/Met)	35	90.5454545454545	110.738255033557	0	3
618	EW07	panc. cancer	PDA + V (CHC/Met)	-1	100	100	0	3
619	EW07	panc. cancer	PDA + V (CHC/Met)	0	102.80701754386	42.2222222222222	0	4
620	EW07	panc. cancer	PDA + V (CHC/Met)	1	102.456140350877	87.7777777777778	0	5
621	EW07	panc. cancer	PDA + V (CHC/Met)	2	101.052631578947	110.555555555556	0	5
622	EW07	panc. cancer	PDA + V (CHC/Met)	4	101.052631578947	18.3333333333333	0	4
623	EW07	panc. cancer	PDA + V (CHC/Met)	18	97.1929824561404	45	0	4
624	EW07	panc. cancer	PDA + V (CHC/Met)	35	93.3333333333333	77.7777777777778	0	3
625	JE17	panc. cancer	PDA + CHC/Met	-1	100	100	0	5
626	JE17	panc. cancer	PDA + CHC/Met	0	101.083032490975	68.2926829268293	0	3
627	JE17	panc. cancer	PDA + CHC/Met	1	100	101.626016260163	0	4
628	JE17	panc. cancer	PDA + CHC/Met	2	100	96.7479674796748	0	4
629	JE17	panc. cancer	PDA + CHC/Met	4	100	0	0	2
630	JE17	panc. cancer	PDA + CHC/Met	18	97.8339350180505	53.6585365853659	0	3
631	JE17	panc. cancer	PDA + CHC/Met	35	95.3068592057762	5.69105691056911	0	3
632	JE19	panc. cancer	PDA + CHC/Met	-1	100	100	0	4
633	JE19	panc. cancer	PDA + CHC/Met	0	93.8931297709924	47	0	1
634	JE19	panc. cancer	PDA + CHC/Met	1	96.1832061068702	100	0	3
635	JE19	panc. cancer	PDA + CHC/Met	2	94.6564885496183	82	0	4
636	JE19	panc. cancer	PDA + CHC/Met	4	93.1297709923664	19	0	4
637	JE19	panc. cancer	PDA + CHC/Met	18	94.6564885496183	100	0	3
638	JE19	panc. cancer	PDA + CHC/Met	35	95.0381679389313	80	0	4
639	JE04	panc. cancer	PDA + CHC/Met	-1	100	100	0	6
640	JE04	panc. cancer	PDA + CHC/Met	0	100.373134328358	23.5	0	6
641	JE04	panc. cancer	PDA + CHC/Met	1	100.373134328358	70	0	3
642	JE04	panc. cancer	PDA + CHC/Met	2	100	68	0	4
643	JE04	panc. cancer	PDA + CHC/Met	4	100.746268656716	70	0	4
644	JE04	panc. cancer	PDA + CHC/Met	18	100.746268656716	100	0	5
645	JE04	panc. cancer	PDA + CHC/Met	35	101.119402985075	86.5	0	4
646	JE05	panc. cancer	PDA + CHC/Met	-1	100	100	0	4
647	JE05	panc. cancer	PDA + CHC/Met	0	99.6376811594203	0	0	5
648	JE05	panc. cancer	PDA + CHC/Met	1	98.5507246376812	73.1707317073171	0	5
649	JE05	panc. cancer	PDA + CHC/Met	2	99.2753623188406	57.9268292682927	0	5
650	JE05	panc. cancer	PDA + CHC/Met	4	98.5507246376812	38.4146341463415	0	3
651	JE05	panc. cancer	PDA + CHC/Met	18	96.0144927536232	118.292682926829	0	4
652	JE05	panc. cancer	PDA + CHC/Met	35	96.0144927536232	89.0243902439024	0	5
653	JE06	panc. cancer	PDA + CHC/Met	-1	100	100	0	6
654	JE06	panc. cancer	PDA + CHC/Met	0	91.6349809885932	0	0	3
655	JE06	panc. cancer	PDA + CHC/Met	1	98.0988593155894	50.7772020725389	2	4
656	JE06	panc. cancer	PDA + CHC/Met	2	96.5779467680608	96.3730569948187	2	4
657	JE06	panc. cancer	PDA + CHC/Met	4	98.4790874524715	91.7098445595855	2	3
658	JE06	panc. cancer	PDA + CHC/Met	18	93.5361216730038	103.626943005181	2	4
659	JE06	panc. cancer	PDA + CHC/Met	35	95.4372623574145	48.1865284974093	2	5
660	EW08	panc. cancer	PDA + CHC/Met	-1	100	100	0	4
661	EW08	panc. cancer	PDA + CHC/Met	0	99.2857142857143	88	0	5
662	EW08	panc. cancer	PDA + CHC/Met	1	99.2857142857143	100	0	3
663	EW08	panc. cancer	PDA + CHC/Met	2	99.2857142857143	100	0	5
664	EW08	panc. cancer	PDA + CHC/Met	4	91.7857142857143	88	0	5
665	EW08	panc. cancer	PDA + CHC/Met	18	95.3571428571428	92.5	0	5
666	EW08	panc. cancer	PDA + CHC/Met	35	94.6428571428571	98.5	0	5
667	EW09	panc. cancer	PDA + CHC/Met	-1	100	100	0	4
668	EW09	panc. cancer	PDA + CHC/Met	0	99.2592592592593	33	0	5
669	EW09	panc. cancer	PDA + CHC/Met	1	100.740740740741	91	0	4
670	EW09	panc. cancer	PDA + CHC/Met	2	99.2592592592593	100	0	4
671	EW09	panc. cancer	PDA + CHC/Met	4	101.851851851852	34.5	0	6
672	EW09	panc. cancer	PDA + CHC/Met	18	97.4074074074074	90	0	5
673	EW09	panc. cancer	PDA + CHC/Met	35	96.2962962962963	100	0	5
674	EW31	panc. cancer	PDA + V (Gal/Met)	-1	100	100	0	5
675	EW31	panc. cancer	PDA + V (Gal/Met)	0	97.7695167286245	28.2722513089005	3	4
676	EW31	panc. cancer	PDA + V (Gal/Met)	1	97.3977695167286	104.712041884817	1	5
677	EW31	panc. cancer	PDA + V (Gal/Met)	2	97.7695167286245	101.570680628272	0	5
678	EW31	panc. cancer	PDA + V (Gal/Met)	4	97.0260223048327	28.2722513089005	1	5
679	EW31	panc. cancer	PDA + V (Gal/Met)	18	96.6542750929368	95.8115183246073	0	4
680	EW31	panc. cancer	PDA + V (Gal/Met)	35	92.5650557620818	60.2094240837696	0	5
681	EW35	panc. cancer	PDA + V (Gal/Met)	-1	100	100	0	4
682	EW35	panc. cancer	PDA + V (Gal/Met)	0	100.393700787402	44.4444444444444	3	4
683	EW35	panc. cancer	PDA + V (Gal/Met)	1	99.2125984251969	105.820105820106	0	4
684	EW35	panc. cancer	PDA + V (Gal/Met)	2	98.0314960629921	105.820105820106	0	4
685	EW35	panc. cancer	PDA + V (Gal/Met)	4	98.0314960629921	79.8941798941799	0	5
686	EW35	panc. cancer	PDA + V (Gal/Met)	18	98.0314960629921	105.820105820106	0	6
687	EW35	panc. cancer	PDA + V (Gal/Met)	35	96.8503937007874	91.5343915343915	0	5
688	EW36	panc. cancer	PDA + V (Gal/Met)	-1	100	100	0	5
689	EW36	panc. cancer	PDA + V (Gal/Met)	0	102.136752136752	52.4691358024691	0	5
690	EW36	panc. cancer	PDA + V (Gal/Met)	1	99.1452991452991	77.7777777777778	0	4
691	EW36	panc. cancer	PDA + V (Gal/Met)	2	99.5726495726496	69.1358024691358	0	5
692	EW36	panc. cancer	PDA + V (Gal/Met)	4	97.8632478632479	8.02469135802469	0	5
693	EW36	panc. cancer	PDA + V (Gal/Met)	18	101.709401709402	123.456790123457	0	5
694	EW36	panc. cancer	PDA + V (Gal/Met)	35	97.8632478632479	46.9135802469136	0	5
695	EW40	panc. cancer	PDA + V (Gal/Met)	-1	100	100	0	4
696	EW40	panc. cancer	PDA + V (Gal/Met)	0	101.153846153846	1.70454545454545	3	4
697	EW40	panc. cancer	PDA + V (Gal/Met)	1	101.153846153846	103.409090909091	0	4
698	EW40	panc. cancer	PDA + V (Gal/Met)	2	102.307692307692	69.3181818181818	0	5
699	EW40	panc. cancer	PDA + V (Gal/Met)	4	103.076923076923	86.3636363636364	0	4
700	EW40	panc. cancer	PDA + V (Gal/Met)	18	101.538461538462	113.636363636364	0	6
701	EW40	panc. cancer	PDA + V (Gal/Met)	35	96.9230769230769	50.5681818181818	0	4
702	EW41	panc. cancer	PDA + V (Gal/Met)	-1	100	100	0	5
703	EW41	panc. cancer	PDA + V (Gal/Met)	0	101.492537313433	49.6932515337423	3	4
704	EW41	panc. cancer	PDA + V (Gal/Met)	1	101.492537313433	122.699386503067	0	5
705	EW41	panc. cancer	PDA + V (Gal/Met)	2	103.731343283582	122.699386503067	0	5
706	EW41	panc. cancer	PDA + V (Gal/Met)	4	101.492537313433	92.0245398773006	0	5
707	EW41	panc. cancer	PDA + V (Gal/Met)	18	101.492537313433	122.699386503067	0	4
708	EW41	panc. cancer	PDA + V (Gal/Met)	35	99.6268656716418	90.7975460122699	0	5
709	EW32	panc. cancer	PDA + Gal/Met	-1	100	100	0	5
710	EW32	panc. cancer	PDA + Gal/Met	0	95.3125	31.7073170731707	3	4
711	EW32	panc. cancer	PDA + Gal/Met	1	96.484375	121.951219512195	0	5
712	EW32	panc. cancer	PDA + Gal/Met	2	95.3125	121.951219512195	0	5
713	EW32	panc. cancer	PDA + Gal/Met	4	89.84375	1.82926829268293	3	5
714	EW32	panc. cancer	PDA + Gal/Met	18	94.140625	15.8536585365854	0	6
715	EW32	panc. cancer	PDA + Gal/Met	35	95.703125	121.951219512195	0	6
716	EW37	panc. cancer	PDA + Gal/Met	-1	100	100	0	5
717	EW37	panc. cancer	PDA + Gal/Met	0	101.901140684411	43	3	4
718	EW37	panc. cancer	PDA + Gal/Met	1	101.520912547529	100	0	5
719	EW37	panc. cancer	PDA + Gal/Met	2	101.140684410646	100	0	5
720	EW37	panc. cancer	PDA + Gal/Met	4	96.1977186311787	0	3	1
721	EW37	panc. cancer	PDA + Gal/Met	18	96.1977186311787	0	0	5
722	EW37	panc. cancer	PDA + Gal/Met	35	96.1977186311787	100	0	5
723	EW38	panc. cancer	PDA + Gal/Met	-1	100	100	0	4
724	EW38	panc. cancer	PDA + Gal/Met	0	103.056768558952	12.9032258064516	3	3
725	EW38	panc. cancer	PDA + Gal/Met	1	103.493449781659	107.52688172043	0	5
726	EW38	panc. cancer	PDA + Gal/Met	2	101.74672489083	103.763440860215	0	5
727	EW38	panc. cancer	PDA + Gal/Met	4	102.620087336245	5.91397849462366	0	5
728	EW38	panc. cancer	PDA + Gal/Met	18	101.310043668122	0	0	4
729	EW38	panc. cancer	PDA + Gal/Met	35	101.310043668122	11.2903225806452	0	4
730	EW43	panc. cancer	PDA + Gal/Met	-1	100	100	0	6
731	EW43	panc. cancer	PDA + Gal/Met	0	97.7777777777778	0	3	6
732	EW43	panc. cancer	PDA + Gal/Met	1	98.5185185185185	129.032258064516	0	6
733	EW43	panc. cancer	PDA + Gal/Met	2	98.8888888888889	129.032258064516	0	6
734	EW43	panc. cancer	PDA + Gal/Met	4	95.1851851851852	0	0	5
735	EW43	panc. cancer	PDA + Gal/Met	18	94.0740740740741	1.29032258064516	0	5
736	EW43	panc. cancer	PDA + Gal/Met	35	97.7777777777778	118.709677419355	0	5
737	EW45	panc. cancer	PDA + Gal/Met	-1	100	100	0	5
